fecha,cdd,pr,rx5day,tas,tasmax,tasmin
1999-05-01,3.59,140.42,49.11,24.22,28.74,20.89
1999-06-01,2.39,189.53,73.49,24.49,28.96,21.33
1999-07-01,3.83,86.88,27.87,25.07,29.2,21.72
1999-08-01,3.89,107.29,41.04,25.6,29.96,22.13
1999-09-01,3.89,107.21,38.01,25.21,29.62,21.87
1999-10-01,2.98,142.07,49.65,24.52,28.65,21.4
1999-11-01,4.4,139.97,61.67,23.06,26.82,20.39
1999-12-01,16.03,35.81,20.77,21.45,25.39,18.29
2000-01-01,13.06,37.99,18.86,21.08,25.41,17.66
2000-02-01,10.92,28.53,10.47,21.78,26.08,18.03
2000-03-01,16.78,23.35,11.67,22.02,26.74,17.79
2000-04-01,7.38,65.36,34.67,23.58,27.71,19.68
2000-05-01,4.69,124.59,41.06,24.15,28.05,20.76
2000-06-01,6.83,47.41,20.29,25.36,29.32,21.49
2000-07-01,7.74,58.13,22.3,25.87,30.13,21.86
2000-08-01,4.08,97.03,41.83,25.74,29.82,22.15
2000-09-01,3.11,162.74,59.14,24.96,28.99,21.77
2000-10-01,2.77,125.01,42.71,24.25,28.59,20.96
2000-11-01,11.65,36.78,22.32,23.38,27.53,19.94
2000-12-01,11.59,51.92,26.39,23.04,26.82,19.8
2001-01-01,7.2,45.52,17.6,22.05,25.81,18.82
2001-02-01,12.77,27.2,11.58,22.33,26.67,18.5
2001-03-01,15.12,57.6,36.79,22.97,27.46,19.17
2001-04-01,6.41,73.12,29.08,23.45,27.56,19.8
2001-05-01,4.31,174.4,69.1,24.1,27.95,20.89
2001-06-01,5.25,61.74,23.9,25.19,29.38,21.47
2001-07-01,5.87,80.48,29.93,25.51,29.81,21.88
2001-08-01,4.3,80.2,30.01,25.91,30.22,22.31
2001-09-01,4.11,78.83,27.52,25.33,29.8,21.8
2001-10-01,4.54,109.73,38.46,24.78,28.92,21.69
2001-11-01,8.34,66.99,37.68,23.27,27.17,20.24
2001-12-01,12.41,80.68,36.26,23.05,27.12,20.05
2002-01-01,12.85,28.67,12.66,22.85,27.05,19.38
2002-02-01,14.47,26.26,14.46,22.49,27.05,18.67
2002-03-01,11.77,43.62,22.57,23.1,27.87,19.14
2002-04-01,4.7,101.31,43.03,23.23,27.32,19.73
2002-05-01,8.32,72.49,44.59,24.55,28.45,21.1
2002-06-01,5.87,139.05,85.38,24.9,28.86,21.45
2002-07-01,7.94,58.51,25.85,25.64,29.82,21.98
2002-08-01,3.31,91.55,37.42,25.45,29.87,22.0
2002-09-01,3.36,144.54,52.58,24.98,29.01,21.92
2002-10-01,6.44,79.74,29.25,24.61,28.95,21.25
2002-11-01,12.2,35.06,13.08,24.58,29.05,21.11
2002-12-01,13.22,38.47,34.74,23.32,27.67,19.94
2003-01-01,8.2,48.0,21.58,22.66,26.73,19.44
2003-02-01,11.49,24.65,11.33,22.95,27.15,19.45
2003-03-01,20.87,37.19,28.69,23.9,28.51,20.01
2003-04-01,3.38,148.03,56.13,23.59,27.47,20.47
2003-05-01,9.52,84.9,55.59,24.79,28.95,21.13
2003-06-01,5.69,92.8,32.82,24.92,28.94,21.45
2003-07-01,5.66,74.68,25.53,25.34,29.36,21.93
2003-08-01,4.12,128.73,53.77,25.26,29.35,22.08
2003-09-01,3.45,79.83,25.99,25.2,29.61,21.83
2003-10-01,3.43,173.73,71.66,24.65,28.78,21.71
2003-11-01,5.39,89.8,35.17,23.68,27.28,20.8
2003-12-01,10.21,111.0,89.44,22.4,26.23,19.44
2004-01-01,8.75,41.19,17.9,21.68,25.78,18.3
2004-02-01,14.47,34.25,13.95,22.44,26.67,18.98
2004-03-01,9.47,57.23,29.94,22.69,26.87,19.21
2004-04-01,5.55,120.4,59.35,23.64,27.48,20.38
2004-05-01,3.87,166.21,79.65,24.2,27.68,21.16
2004-06-01,5.48,73.94,27.8,25.32,29.24,21.86
2004-07-01,3.95,105.77,33.51,25.32,29.38,21.94
2004-08-01,4.89,67.8,24.51,25.8,29.89,22.28
2004-09-01,3.15,210.44,119.48,25.1,28.83,22.14
2004-10-01,4.49,96.77,35.33,24.61,28.77,21.36
2004-11-01,10.04,62.58,32.3,22.93,26.83,19.77
2004-12-01,14.47,58.02,33.77,22.86,26.84,19.57
2005-01-01,10.03,56.85,20.85,21.65,25.44,18.58
2005-02-01,14.72,14.59,6.8,21.38,26.07,17.52
2005-03-01,20.81,17.67,11.25,24.28,28.9,20.33
2005-04-01,18.62,99.26,53.82,24.52,28.65,21.1
2005-05-01,5.57,242.94,94.75,24.86,28.76,22.03
2005-06-01,4.0,176.9,73.85,25.4,29.1,22.41
2005-07-01,3.74,145.26,64.51,25.6,29.44,22.59
2005-08-01,3.43,150.05,53.58,25.58,29.81,22.54
2005-09-01,4.1,125.65,52.64,25.71,29.99,22.58
2005-10-01,2.81,257.09,116.73,24.64,28.3,22.23
2005-11-01,6.72,64.51,24.52,24.06,28.22,21.04
2005-12-01,14.0,28.84,11.65,22.74,27.13,19.38
2006-01-01,10.58,39.45,17.55,22.09,26.5,18.61
2006-02-01,14.51,40.99,26.0,22.45,26.88,18.83
2006-03-01,12.28,53.43,33.4,23.04,27.54,19.38
2006-04-01,4.2,131.58,51.54,23.38,27.36,20.27
2006-05-01,7.96,88.27,46.13,24.73,28.7,21.55
2006-06-01,3.96,129.31,51.14,25.34,29.23,22.41
2006-07-01,2.81,129.34,39.75,25.29,29.24,22.31
2006-08-01,3.41,143.11,62.17,25.53,29.58,22.51
2006-09-01,4.0,91.43,32.09,25.71,30.15,22.39
2006-10-01,3.72,101.27,35.48,25.36,29.53,22.4
2006-11-01,5.39,61.17,25.01,24.29,28.25,21.15
2006-12-01,9.62,39.68,14.09,23.43,27.65,20.15
2007-01-01,16.58,29.1,13.31,22.57,27.0,18.66
2007-02-01,17.79,31.26,13.23,23.39,27.9,19.49
2007-03-01,8.25,137.01,66.07,23.21,27.46,19.89
2007-04-01,5.78,80.58,33.59,23.99,27.97,20.94
2007-05-01,3.66,186.95,65.3,24.76,28.7,21.77
2007-06-01,5.0,101.29,40.18,25.66,29.61,22.42
2007-07-01,4.47,86.45,36.39,25.86,30.11,22.39
2007-08-01,4.58,144.31,54.84,25.63,29.7,22.54
2007-09-01,3.51,92.67,39.77,25.31,29.64,22.13
2007-10-01,4.46,280.65,170.62,24.45,28.13,21.93
2007-11-01,5.92,78.36,57.08,23.65,27.61,20.76
2007-12-01,10.98,89.36,68.22,22.55,26.72,19.29
2008-01-01,11.25,51.4,29.53,21.66,26.05,17.91
2008-02-01,12.93,21.02,7.14,22.27,26.83,18.44
2008-03-01,17.22,28.46,21.47,22.73,27.31,18.84
2008-04-01,6.43,115.52,49.21,23.33,27.44,20.21
2008-05-01,7.28,103.7,53.29,24.47,28.38,21.31
2008-06-01,6.06,113.96,47.88,25.02,28.88,21.84
2008-07-01,7.15,52.13,24.42,25.88,30.11,22.38
2008-08-01,5.67,191.9,100.44,25.94,30.09,22.7
2008-09-01,2.28,239.85,113.85,25.18,29.03,22.42
2008-10-01,4.85,78.5,33.89,24.81,28.75,21.87
2008-11-01,5.02,90.0,41.83,23.42,27.01,20.7
2008-12-01,14.37,34.05,13.53,22.2,26.38,18.74
2009-01-01,9.86,43.49,24.16,22.39,26.57,18.91
2009-02-01,9.47,78.18,48.55,21.71,25.87,18.24
2009-03-01,10.68,66.34,31.87,21.61,25.57,18.33
2009-04-01,7.4,74.34,32.17,23.55,27.38,20.35
2009-05-01,4.41,213.8,81.63,23.86,27.55,21.03
2009-06-01,4.46,128.72,41.89,24.95,28.66,22.08
2009-07-01,6.53,75.69,33.41,25.93,29.76,22.81
2009-08-01,4.94,76.55,25.02,25.78,29.78,22.59
2009-09-01,3.85,104.88,40.06,25.69,30.32,22.52
2009-10-01,4.96,62.43,21.72,25.47,29.62,22.4
2009-11-01,8.45,46.61,19.93,24.46,28.74,21.13
2009-12-01,13.08,57.36,38.1,23.83,28.02,20.45
2010-01-01,9.11,55.84,26.86,22.74,26.52,19.67
2010-02-01,12.95,35.69,15.76,23.72,27.98,20.19
2010-03-01,8.6,53.56,25.87,24.11,28.17,20.97
2010-04-01,6.64,75.15,41.73,24.43,28.17,21.48
2010-05-01,4.48,219.11,90.74,25.2,28.81,22.42
2010-06-01,3.67,187.05,94.68,25.58,29.35,22.77
2010-07-01,3.74,174.65,86.54,25.71,29.55,22.73
2010-08-01,3.85,109.3,45.05,26.0,30.13,22.92
2010-09-01,2.99,148.07,65.81,25.42,29.56,22.5
2010-10-01,4.53,128.52,59.57,25.07,29.28,22.03
2010-11-01,9.63,92.01,59.55,23.17,26.91,20.33
2010-12-01,11.65,52.96,25.08,21.62,25.53,18.54
2011-01-01,14.08,20.19,9.85,22.42,26.91,18.79
2011-02-01,16.55,35.31,22.48,22.56,27.18,18.74
2011-03-01,16.11,23.15,9.45,22.58,27.24,18.55
2011-04-01,11.09,50.99,21.66,23.87,28.4,20.06
2011-05-01,6.03,179.88,70.39,24.24,28.2,21.33
2011-06-01,4.07,192.11,98.95,25.41,29.11,22.55
2011-07-01,3.63,177.02,63.6,25.1,28.91,22.25
2011-08-01,3.49,186.94,86.08,25.62,29.41,22.75
2011-09-01,2.76,142.66,49.78,25.33,29.52,22.36
2011-10-01,3.63,104.41,46.99,24.83,28.81,21.93
2011-11-01,6.55,73.03,30.95,23.72,27.88,20.74
2011-12-01,11.43,34.74,13.41,22.54,26.82,19.11
2012-01-01,11.32,40.89,16.39,22.08,26.33,18.57
2012-02-01,15.52,38.03,20.8,22.54,27.03,18.86
2012-03-01,8.78,71.24,26.93,22.6,27.07,19.08
2012-04-01,6.27,175.77,77.06,23.35,27.15,20.55
2012-05-01,5.9,120.49,51.08,24.42,28.18,21.61
2012-06-01,8.61,64.43,38.11,25.72,29.69,22.29
2012-07-01,4.84,84.65,31.41,25.84,29.92,22.49
2012-08-01,3.5,214.41,134.41,25.33,29.11,22.42
2012-09-01,6.68,73.27,28.25,25.59,29.81,22.33
2012-10-01,3.41,216.74,121.02,24.93,28.75,22.18
2012-11-01,3.83,104.29,37.91,23.99,27.74,21.36
2012-12-01,9.78,49.29,24.43,22.69,26.65,19.43
2013-01-01,15.16,27.08,8.77,22.51,26.78,18.99
2013-02-01,14.76,15.27,8.0,22.76,27.6,18.44
2013-03-01,14.23,63.72,31.24,23.1,27.11,19.83
2013-04-01,8.61,45.19,22.02,24.26,28.35,20.87
2013-05-01,3.88,183.61,56.11,24.45,28.42,21.61
2013-06-01,3.88,100.57,31.16,25.09,28.85,22.16
2013-07-01,5.28,105.96,51.28,25.34,29.22,22.23
2013-08-01,5.18,86.84,29.96,25.86,29.98,22.67
2013-09-01,3.66,118.47,47.96,25.58,29.67,22.5
2013-10-01,3.17,127.28,40.49,24.85,28.82,22.02
2013-11-01,8.0,65.96,39.58,24.05,27.98,20.94
2013-12-01,11.34,42.06,14.28,23.04,27.1,19.72
2014-01-01,12.09,24.12,8.99,22.8,27.13,19.21
2014-02-01,12.49,25.93,14.17,23.05,27.21,19.51
2014-03-01,9.08,33.6,13.23,23.54,27.78,19.84
2014-04-01,7.58,54.82,25.26,24.47,28.44,21.24
2014-05-01,5.22,116.95,47.55,24.28,27.92,21.34
2014-06-01,8.53,39.89,17.91,25.8,29.64,22.62
2014-07-01,7.42,59.86,23.34,26.08,30.19,22.76
2014-08-01,5.33,122.88,59.82,25.87,29.88,22.88
2014-09-01,3.35,105.26,37.12,25.19,29.45,22.23
2014-10-01,9.19,78.81,36.41,25.17,29.64,21.79
2014-11-01,8.12,99.79,51.56,23.94,27.93,20.98
2014-12-01,11.93,47.77,23.53,22.74,26.87,19.34
2015-01-01,10.26,59.8,40.5,22.7,26.72,19.3
2015-02-01,5.83,74.66,43.41,22.76,26.71,19.56
2015-03-01,12.49,39.48,16.35,23.2,27.29,19.71
2015-04-01,14.42,27.23,16.35,24.5,28.76,21.05
2015-05-01,19.63,72.42,40.02,25.13,29.33,21.75
2015-06-01,6.05,69.1,32.53,25.77,29.85,22.49
2015-07-01,8.9,41.09,14.66,26.21,30.38,22.72
2015-08-01,9.13,97.79,62.46,26.58,30.78,23.17
2015-09-01,5.07,89.99,35.93,26.13,30.44,22.93
2015-10-01,6.66,88.36,39.06,25.76,30.17,22.64
2015-11-01,8.33,73.27,28.78,24.16,28.12,21.12
2015-12-01,8.96,40.03,16.04,23.69,27.55,20.77
2016-01-01,11.46,28.19,13.99,22.85,27.25,19.11
2016-02-01,8.97,36.19,15.12,23.04,27.22,19.5
2016-03-01,10.57,51.86,30.85,23.81,27.98,20.4
2016-04-01,8.0,165.36,81.8,24.26,28.19,21.33
2016-05-01,4.12,164.88,66.65,24.82,28.54,22.07
2016-06-01,5.55,94.48,51.38,25.38,29.17,22.5
2016-07-01,5.16,72.14,26.55,26.01,30.06,22.82
2016-08-01,5.77,127.8,57.65,25.81,29.87,22.74
2016-09-01,5.08,70.87,26.8,25.92,30.12,22.65
2016-10-01,3.06,215.09,94.91,25.15,28.97,22.6
2016-11-01,2.19,207.01,74.99,23.86,27.31,21.56
2016-12-01,10.32,44.25,14.22,23.54,27.59,20.37
2017-01-01,11.13,42.76,25.19,21.99,26.5,18.09
2017-02-01,9.8,34.04,12.78,22.96,27.0,19.51
2017-03-01,7.8,104.91,59.57,23.06,27.07,19.93
2017-04-01,5.68,187.36,89.97,23.8,27.39,21.11
2017-05-01,5.64,120.13,73.14,24.76,28.42,21.99
2017-06-01,5.38,75.74,28.77,25.6,29.43,22.65
2017-07-01,4.01,102.28,36.45,25.91,29.85,23.01
2017-08-01,2.82,114.19,37.7,26.29,30.39,23.23
2017-09-01,3.06,200.66,84.43,25.88,29.87,23.1
2017-10-01,5.08,125.91,50.8,25.1,29.14,22.22
2017-11-01,4.52,185.95,92.83,24.12,27.84,21.5
2017-12-01,11.33,33.55,13.42,23.38,27.72,19.95
2018-01-01,6.54,83.27,41.95,22.89,26.58,20.05
2018-02-01,11.86,49.17,18.15,22.12,26.35,18.68
2018-03-01,9.75,42.15,22.46,23.03,27.33,19.4
2018-04-01,5.77,78.74,28.52,24.08,28.06,21.03
2018-05-01,5.88,82.72,32.72,24.48,28.09,21.7
2018-06-01,8.55,60.73,30.99,25.59,29.48,22.47
2018-07-01,7.87,59.14,23.83,26.08,30.09,22.91
2018-08-01,5.2,94.54,36.19,25.87,30.07,22.73
2018-09-01,3.83,103.31,41.49,25.5,29.67,22.5
2018-10-01,7.28,148.56,66.95,24.56,28.67,21.66
2018-11-01,7.65,61.84,28.29,24.37,28.69,21.03
2018-12-01,14.67,22.42,9.98,23.41,28.02,19.61
2019-01-01,9.96,26.65,11.97,22.63,27.2,18.75
2019-02-01,12.49,24.72,9.72,23.16,27.62,19.44
2019-03-01,11.89,79.47,50.04,23.39,27.7,19.85
2019-04-01,9.08,51.34,24.72,24.26,28.41,21.0
2019-05-01,6.25,134.03,59.87,24.98,28.9,22.19
2019-06-01,5.72,72.24,30.66,25.82,29.85,22.75
2019-07-01,6.6,74.46,39.61,26.1,30.28,22.81
2019-08-01,5.07,71.08,35.99,26.36,30.68,23.11
2019-09-01,3.98,190.67,79.34,25.81,29.97,22.91
2019-10-01,6.43,68.2,43.8,25.21,29.37,21.97
2019-11-01,9.59,39.59,16.76,24.41,28.63,21.05
2019-12-01,8.2,53.08,22.22,23.76,27.81,20.56
2020-01-01,10.62,40.01,17.24,23.07,27.21,19.6
2020-02-01,10.89,39.6,24.19,23.39,27.55,19.96
2020-03-01,5.96,100.06,50.56,22.88,26.9,19.6
2020-04-01,11.76,31.67,16.02,25.22,29.4,21.9
2020-05-01,9.38,87.11,37.61,25.67,29.68,22.7
2020-06-01,6.58,52.04,24.14,26.33,30.31,23.17
2020-07-01,4.56,117.66,56.5,26.38,30.4,23.17
2020-08-01,7.46,117.39,92.19,26.47,30.44,23.4
2020-09-01,3.72,108.0,37.73,25.75,30.07,22.75
2020-10-01,4.26,95.46,36.96,25.45,29.71,22.49
2020-11-01,4.29,172.54,80.96,23.85,27.63,21.22
2020-12-01,9.62,42.41,19.42,22.93,27.07,19.5
2021-01-01,12.43,24.04,13.98,22.71,27.16,18.97
2021-02-01,11.59,32.89,15.67,23.04,27.56,19.56
2021-03-01,10.87,76.01,41.53,23.03,27.43,19.45
2021-04-01,8.48,76.73,45.35,23.79,27.9,20.45
2021-05-01,6.15,80.82,33.34,24.85,29.08,21.52
2021-06-01,4.74,107.65,43.3,25.03,29.01,22.08
2021-07-01,4.46,108.18,39.34,25.6,29.6,22.46
2021-08-01,6.29,129.2,70.49,25.89,29.96,22.67
2021-09-01,7.21,83.01,34.88,25.84,30.24,22.57
2021-10-01,6.49,122.72,52.27,24.99,29.28,21.85
2021-11-01,10.33,38.15,17.23,24.41,28.89,20.74
2021-12-01,13.9,35.96,15.4,23.41,27.87,19.77
2022-01-01,12.62,26.36,19.19,22.79,27.61,18.4
2022-02-01,9.2,55.04,31.75,22.59,27.05,18.96
2022-03-01,10.49,67.06,28.85,23.38,27.77,19.94
2022-04-01,6.51,123.21,85.54,23.58,27.66,20.16
2022-05-01,5.29,96.49,50.54,24.88,29.05,21.7
2022-06-01,6.07,59.65,27.12,25.74,29.97,22.4
2022-07-01,4.92,92.57,34.09,25.56,29.63,22.31
2022-08-01,5.76,84.25,29.53,25.93,30.08,22.88
2022-09-01,3.06,149.32,64.3,25.69,29.89,22.71
2022-10-01,4.64,98.87,47.12,25.15,29.43,22.01
2022-11-01,9.93,71.31,45.36,24.43,28.77,21.03
2022-12-01,20.04,16.83,8.07,22.72,27.49,18.7
2023-01-01,12.5,40.99,19.16,22.28,27.0,18.43
2023-02-01,16.93,16.77,7.18,22.75,27.64,18.51
2023-03-01,20.5,30.56,19.21,23.51,28.38,19.26
2023-04-01,12.07,76.61,34.13,24.25,28.59,20.9
2023-05-01,7.53,137.17,68.21,25.58,29.72,22.59
2023-06-01,8.26,66.56,36.18,26.77,30.65,23.83
2023-07-01,6.29,65.58,26.2,26.97,31.26,23.75
2023-08-01,4.33,209.48,115.7,26.71,30.91,23.81
2023-09-01,4.15,85.84,31.05,26.73,30.97,23.64
2023-10-01,5.39,112.72,43.49,26.27,30.33,23.34
2023-11-01,6.25,76.47,42.81,25.1,29.1,22.17
2023-12-01,13.03,63.42,37.51,23.64,27.61,20.56
